codigo,producto,familia,cantidad,coste,venta,margen_coste,margen_venta,beneficio,familia_legible
220114,HORCHATA ,AQ J0,32.0,32.64,43.2,0.203002450980392,0.168746498242754,10.560000000000002,otros
220114,HORCHATA ,AQ J0,13.0,13.83,17.55,0.153618615657664,0.133162393162395,3.7200000000000006,otros
219194,HOT DOG BIMBO ,AQ JG,23.0,27.6696,36.57,0.20133484204522697,0.167592610318753,8.900400000000001,otros
600430,HOT DOG EL ,A0 KM,1.0,1.083,1.5,0.259464450600185,0.206011730205279,0.417,otros
219920,HUEVO ,ACKF,35.0,37.1,53.27,0.39750984864192396,0.284441536514549,16.17,otros
219921,HUEVO ,ACKF,53.0,104.45,127.45,0.185921861766764,0.156774124637336,23.0,otros
090041,HUEVO L 63-73G ,ACKF,454.0,985.130000000001,1160.7,0.144621522032625,0.12634877053142002,175.56999999999903,otros
030967,HUEVO L 63-73G ,ACKF,6.0,6.25,8.4,0.29648,0.228680735530051,2.1500000000000004,otros
090040,HUEVO M 53-63G ,ACKF,21.0,36.12,53.55,0.48255813953488397,0.325490196078431,17.43,otros
090042,HUEVO XL +73G ,ACKF,11.0,20.9,31.46,0.47578947368421,0.322396576319543,10.560000000000002,otros
601063,HUEVOS DE MAIZ ,ACKF,6.0,16.2,17.4,-0.0237037037037037,-0.0242792109256449,1.1999999999999993,otros
209955,HUMMUS ,A0 KH,1.0,1.13,1.72,0.384070796460177,0.27749360613810803,0.5900000000000001,otros
600372,ICE COFFEE ,AQ I4,12.0,9.48,15.0,0.438080168776371,0.304628475023839,5.52,otros
600371,ICE COFFEE ,AQ I4,13.0,10.01,16.25,0.475324675324675,0.322183098591549,6.24,otros
600373,ICE COFFEE ,AQ I4,21.0,13.839,26.25,0.7238962352771151,0.419918682147797,12.411,otros
037775,INFU. GOURMET ,AQ I5,20.0,10.36,19.6,0.7201737451737471,0.418663374670333,9.240000000000002,otros
219258,INFU.GOURMET ,AQ I5,5.0,3.0,5.45,0.6515151515151529,0.394495412844037,2.45,otros
222057,INFU.GOURMET ,AQ I5,2.0,1.28,2.3,0.6335227272727351,0.387826086956524,1.0199999999999998,otros
037757,INFU.GOURMET ,AQ I5,23.0,11.75,19.07,0.475528046421664,0.32227652166617704,7.32,otros
037758,INFU.GOURMET ,AQ I5,9.0,4.23,7.57,0.626971846120783,0.38536121421872305,3.34,otros
219257,INFU.GOURMET ,AQ I5,7.0,4.2,7.47,0.617337662337662,0.38169992371622397,3.27,otros
037760,INFU.GOURMET ,AQ I5,3.0,1.14,2.07,0.650877192982456,0.394261424017003,0.93,otros
037780,INFU.GOURMET ,AQ I5,10.0,4.6,7.76,0.533715415019763,0.347988557585754,3.16,otros
037759,INFU.GOURMET ,AQ I5,2.0,1.2,2.0,0.515151515151515,0.34,0.8,otros
012888,INFU.,AQ I5,4.0,8.65,11.55,0.213883342091436,0.17619760867871398,2.9000000000000004,otros
012889,INFU.,AQ I5,5.0,10.11,14.25,0.281395557953421,0.219600853309381,4.140000000000001,otros
012883,INFU.,AQ I5,10.0,16.96,23.9,0.281185677530016,0.21947301040088998,6.939999999999998,otros
  ,,,,,,  ,31,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
012901,INFU.,AQ I5,8.0,12.79,19.12,0.359009169095173,0.264169791683011,6.330000000000002,otros
215486,INSECT.C.JARDIN ,A3 BC,1.0,2.59,3.95,0.26023166023166,0.206495098039216,1.3600000000000003,otros
215485,INSECT.C.JARDIN ,A3 BC,5.0,12.95,22.75,0.451788506333961,0.311194436629625,9.8,otros
010627,INSECT.MICAL ,A3 BC,16.0,28.04,42.97,0.266464083186947,0.21040003165065102,14.93,otros
213722,INSECT.MICAL ,A3 BC,1.0,1.56,2.04,0.0807374443738076,0.0747058823529409,0.48,otros
010628,INSECT.MICAL ,A3 BC,13.0,21.45,32.37,0.24722418077789998,0.19821952186952,10.919999999999998,otros
600862,JABON DE ,A3 BM,1.0,0.75,1.2,0.454666666666667,0.312557286892759,0.4499999999999999,otros
600864,JABON DE ,A3 BM,1.0,0.75,1.2,0.454666666666667,0.312557286892759,0.4499999999999999,otros
004597,JABON DOVE ,A3 BM,9.0,16.38,21.15,0.067032967032967,0.0628218331616889,4.77,otros
079172,JABON HENO DE ,A3 BM,3.0,8.37,10.65,0.0515990797515724,0.049067254569832804,2.280000000000001,otros
209936,JABON ,A3 BM,14.0,11.76,17.85,0.254175099791982,0.20266316867089798,6.090000000000002,otros
209937,JABON ,A3 BM,15.0,10.44,17.25,0.365298755580887,0.267559575578361,6.8100000000000005,otros
221318,JABON ,A3 BM,6.0,3.96,7.2,0.502696385341014,0.33452957646326803,3.24,otros
600608,JABON NATURAL ,A3 A5,5.0,6.1,11.0,0.639344262295082,0.39,4.9,otros
600861,JABON TOCADOR ,A3 BM,1.0,1.9,2.99,0.430526315789474,0.300956585724798,1.0900000000000003,otros
601008,JAMON BONATUR                                     ,AD KO,17.0,26.35,39.95,0.378064516129032,0.274344569288389,13.6,carnes
019872,JAMON ,AD KN,253.0,196.68,253.42,0.17127914286242502,0.14623255601038398,56.73999999999998,carnes
601061,JAMON COCIDO ,AD KO,65.0,61.75,97.5,0.43560986382038797,0.303431924507094,35.75,carnes
600459,JAMON CURADO ,AD KX,57.0,114.57,170.43,0.352270545200632,0.260503008403815,55.860000000000014,carnes
601004,JAMON DE CEBO ,AD KX,29.0,72.5,108.75,0.363600000000001,0.266647110589616,36.25,carnes
601102,JAMON DE CEBO ,AD KZ,11.0,26.95,32.89,0.109461966604824,0.09866220735786,5.940000000000001,carnes
203575,JAMON ELPOZO ,AD KX,8.0,5.792,8.0,0.255524861878453,0.20352035203520402,2.208,carnes
073834,JAMON ,AD KN,10.0,11.8,14.94,0.15135593220339,0.13145885470337101,3.139999999999999,carnes
222414,JAMON ,AD KX,11.0,20.9,26.95,0.172248803827752,0.146938775510205,6.050000000000001,carnes
071906,JAMON ,AD KX,24.0,61.86,78.24,0.14972077712136,0.13022359872127098,16.379999999999995,carnes
219100,JAMON NAVIDUL ,AD KX,147.0,113.91,159.4,0.272129512134779,0.21391651521244398,45.49000000000001,carnes
218842,JAMON NAVIDUL ,AD KX,102.0,78.33,136.0,0.578568527093995,0.3665146727327,57.67,carnes
202039,JAMON NAVIDUL ,AD KX,87.0,66.99,87.0,0.180543907503155,0.152932818809767,20.010000000000005,carnes
601090,JOKER PAPEL ,A3 LW,6.0,5.94,9.6,0.46923783287419196,0.319374999999998,3.6599999999999993,otros
008440,JUDIA GOURMET ,AQ JR,87.0,92.6099999999999,120.59,0.183913969628255,0.155344032038074,27.980000000000103,otros
009768,JUDIA GOURMET ,A0 K6,7.0,5.2,6.3,0.171449704142012,0.146356863240308,1.0999999999999996,otros
008437,JUDIA GOURMET ,AQ JR,3.0,4.08,5.85,0.303676470588235,0.232938522278624,1.7699999999999996,otros
009769,JUDIA GOURMET ,A0 K6,11.0,6.66,9.35,0.364252714252715,0.266997976582541,2.6899999999999995,otros
601074,JUGO GOYA ,AQ J3,59.0,61.36,91.4499999999999,0.231725381706122,0.188130719028577,30.089999999999904,otros
032522,JUGOSO HORNO ,AQ JK,3.0,2.55,3.6,0.28352941176470603,0.22089825847846,1.0500000000000005,otros
024458,JUGOSO HORNO ,AQ JK,4.0,3.4,4.8,0.28352941176470603,0.22089825847846,1.4,otros
030517,KAS LIMON LATA ,AQ J2,10.0,3.8,5.8,0.261418007829491,0.20724137931034503,2.0,bebidas sin alcohol
600369,KASKYS TOSFRIT ,AQ JM,8.0,4.64,8.0,0.567241379310345,0.361936193619362,3.3600000000000003,bebidas sin alcohol
601101,KELLOGG ,AB 3V,5.0,4.27,6.5,0.383862039599742,0.277384615384614,2.2300000000000004,otros
600324,KETCHUP ,AQ JA,37.0,46.15,72.15,0.42142026987097403,0.296478303288321,26.000000000000007,otros
006932,KETCHUP ,AQ JA,31.0,23.64,32.55,0.25228426395939,0.201459262261856,8.909999999999997,otros
221100,KETCHUP ,AQ JA,41.0,26.04,36.37,0.26974933668482104,0.212442982950562,10.329999999999998,otros
048001,KETCHUPITA ,AQ JL,8.0,7.6704,12.0,0.42261159783062197,0.297067448680352,4.3296,otros
601003,KINDER HAPPY                                      ,AQ I6,6.0,3.42,4.8,0.27543859649122804,0.21595598349380998,1.38,otros
092286,KIWI E/K                                          ,AEAH,1.942,4.855,5.81,0.15067733502337,0.13094664371772802,0.9549999999999992,otros
092285,KIWI ZESPRI E/K                                   ,AEAH,0.516,1.9608,2.11,0.0347032608354496,0.033539336492889,0.1491999999999997,otros
  ,,,,,,  ,32,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
003381,LACA ELNETT ,A3 BH,3.0,12.6,17.97,0.178637019546111,0.151562369570662,5.369999999999999,otros
037377,LACA NELLY ,A3 BH,15.0,29.06,44.85,0.27547991331699,0.215981381157609,15.790000000000004,otros
082659,LACA NELLY ,A3 BH,4.0,7.56,9.8,0.0714285714285714,0.0666666666666667,2.240000000000001,otros
600403,LACASITOS ,AQ I9,20.0,17.8,30.0,0.532318692543409,0.347394243203967,12.2,otros
601109,LACASITOS TUBO ,AB 3V,6.0,6.36,9.0,0.286449399656943,0.222666666666664,2.64,otros
601018,LAGER DE ,AQ J2,3.0,1.44,3.0,0.720833333333333,0.418886198547215,1.56,otros
033345,LAMBRUSCO ,AQ J5,12.0,28.45,43.68,0.268780083951837,0.211841348513822,15.23,otros
082083,LANGOSTILLO ,AQ JQ,8.0,23.92,21.4,-0.18670568561872902,-0.229567184126658,-2.520000000000003,otros
216322,LANGOSTINO ,A0 K4,15.0,61.2,76.44,0.135467914438503,0.11930580575277,15.239999999999997,otros
219833,LANGOSTINO ,A0 K4,5.0,19.25,27.45,0.296354191263282,0.228605880445751,8.2,otros
218591,LAPIZ LABIOS ,A3 BU,4.0,7.6,10.0,0.0873684210526316,0.0803484995159729,2.4000000000000004,otros
213716,LASAÑA ,A0 K8,11.0,42.35,52.89,0.17114521841794597,0.146134924795355,10.54,otros
016925,LAUREL ,AQ JB,2.0,1.68,2.92,0.579924242424244,0.367058259410214,1.24,otros
601099,LAUREL HOJA ,AB 3V,0.0,0.0,0.0,1,1,0.0,otros
600650,LAUREL HOJAS ,AQ JR,5.0,4.79,4.75,-0.0981210855949895,-0.108796296296296,-0.04,otros
211675,LAVAV. MISTOL ,A3 A8,7.0,11.34,18.2,0.326479805267684,0.246124972254515,6.859999999999999,otros
218484,LAVAV.FAIRY ,A3 A8,16.0,55.3,92.4,0.380912827103851,0.275841327292707,37.10000000000001,otros
209140,LAVAV.FAIRY ,A3 A8,8.0,29.68,49.96,0.391156913412489,0.28117382707964,20.28,otros
203888,LAVAV.FAIRY ,A3 A8,10.0,44.9,75.9,0.39710467706013297,0.284234018810776,31.000000000000007,otros
216363,LAVAV.FAIRY ,A3 A8,22.0,91.75,154.88,0.395127795167429,0.28321978569713,63.13,otros
600866,LAVAV.FAIRY ,A3 A8,1.0,1.85,2.92,0.435135135135135,0.303201506591337,1.0699999999999998,otros
070915,LAVAV.FAIRY ,A3 A8,39.0,80.16,119.01,0.227054156150508,0.18504004490137502,38.85000000000001,otros
018318,LAVAV.FINISH ,A3 A8,5.0,16.5,32.95,0.65030303030303,0.39405067939772304,16.450000000000003,otros
218544,LAVAV.MICAL ,A3 A8,48.0,63.81,97.17,0.258587542303403,0.20545852681025997,33.36,otros
203333,LAVAV.MICAL ,A3 A8,72.0,65.1700000000001,105.88,0.342390594465587,0.25506033480657303,40.70999999999989,otros
218540,LAVAV.MICAL ,A3 A8,51.0,68.91,104.55,0.253790847086451,0.20241880667434098,35.64,otros
203332,LAVAV.MICAL ,A3 A8,26.0,26.03,40.3,0.279520451608601,0.218457197192269,14.269999999999996,otros
220338,LAVAV.,A3 A8,11.0,32.89,43.89,0.102995459445333,0.0933779541550671,11.0,otros
211029,LAVAV.SOMAT ,A3 A8,8.0,35.12,55.92,0.31594533029612804,0.24009001211701603,20.800000000000004,otros
600912,LAY'S 3D BUGLES ,AQ JL,5.0,6.28,8.5,0.230095541401274,0.18705501618123002,2.22,otros
600919,LAY'S BOCA BITS ,AQ JL,11.0,13.816,18.7,0.230095541401274,0.18705501618123002,4.883999999999999,otros
216598,LAY'S SAL 30G ,AQ JL,24.0,11.52,18.0,0.420833333333333,0.296187683284458,6.48,condimentos
205636,LECHE ,AQ JW,22.0,41.78,47.36,0.107848805096291,0.0973497507964702,5.579999999999998,lácteos
051707,LECHE ,AQ JW,41.0,61.24,71.65,0.142492337838517,0.12472060697413401,10.410000000000004,lácteos
8000041,LECHE ,AQ JW,106.0,96.36,115.62,0.159713574097135,0.137718120805369,19.260000000000005,lácteos
8000011-P,LECHE ,AQ JW,0.0,0.0,-4.2,1,1,-4.2,lácteos
8000021,LECHE ,AQ JW,331.0,329.97,384.62,0.135178023176931,0.11908090221709801,54.64999999999998,lácteos
076205,LECHE ,AQ JW,171.0,168.03,226.95,0.31167465516688897,0.23761582488397898,58.91999999999999,lácteos
089804,LECHE ,AQ JW,87.0,91.62,111.85,0.18909542760230402,0.159024602410251,20.22999999999999,lácteos
075967,LECHE ,AQ JW,217.0,217.84,280.08,0.248305036865447,0.198913750671833,62.23999999999998,lácteos
8000031,LECHE ,AQ JW,541.0,500.91,604.97,0.17755669297263602,0.150783986904622,104.06,lácteos
037683,LECHE ,A3 BM,3.0,3.39,5.64,0.37513835052048994,0.27280044249984003,2.25,lácteos
037669,LECHE ,A3 BM,3.0,4.08,6.09,0.233669583535892,0.189410184586182,2.01,lácteos
600638,LECHE DE COCO ,AQ JW,9.0,12.69,20.7,0.48297872340425596,0.32568149210903896,8.01,lácteos
049445,LECHE ,AQ JX,26.0,46.61,76.24,0.487058961206139,0.327531707828915,29.629999999999995,lácteos
020039,LECHE ,AQ JW,137.0,107.59,129.16,0.173054401681597,0.147524617301226,21.569999999999997,lácteos
  ,,,,,,  ,33,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
020040,LECHE ,AQ JW,382.0,337.06,370.3,0.0695625978483627,0.06503836053009121,33.24000000000001,lácteos
217889,LECHE ,AQ JW,230.0,211.96,228.89,0.050296862978500695,0.04788823498516939,16.92999999999998,lácteos
222058,LECHE ,AQ JW,14.0,13.76,15.88,0.1096824686941,0.0988413098236805,2.120000000000001,lácteos
217880,LECHE ,AQ JW,295.0,276.13,313.89,0.105768464686366,0.09565154737557639,37.75999999999999,lácteos
020041,LECHE ,AQ JW,411.0,336.83,391.9,0.133453533967147,0.11774063070768599,55.06999999999999,lácteos
068954,LECHE IDEAL ,AQ JX,74.0,63.95,91.78,0.397818006856319,0.284599286105212,27.83,lácteos
082874,LECHE LAUKI ,AQ JW,26.0,24.7,29.94,0.174783556524446,0.148779369232522,5.240000000000002,lácteos
082876,LECHE LAUKI ,AQ JW,52.0,51.16,61.65,0.159570277259878,0.137611562135717,10.490000000000002,lácteos
082875,LECHE LAUKI ,AQ JW,73.0,72.15,85.0200000000001,0.150540007463086,0.13084291418516,12.87000000000009,lácteos
037014,LECHE LECHERA ,AQ JX,10.0,33.5,43.5,0.180542740841247,0.15293198170241099,10.0,lácteos
049093,LECHE NIDINA 2 ,AQ CI,1.0,12.09,14.99,0.127152417474996,0.112808539026016,2.9000000000000004,lácteos
8000111,LECHE PASCUAL ,AQ JW,2.0,2.1,2.52,0.153846153846152,0.133333333333332,0.4199999999999999,lácteos
8000091,LECHE PASCUAL ,AQ JW,17.0,18.96,22.36,0.15003245699448098,0.13045932406688598,3.3999999999999986,lácteos
8000101,LECHE PASCUAL ,AQ JW,6.0,6.48,7.92,0.17515432098765402,0.149047931713723,1.4399999999999995,lácteos
049127,LECHE PRIMER ,AQ JW,21.0,15.87,20.58,0.265891134700208,0.21004265486319,4.709999999999999,lácteos
049008-P,LECHE PRIMER ,AQ JW,0.0,0.0,-1.2,1,1,-1.2,lácteos
049008,LECHE PRIMER ,AQ JW,498.0,433.790000000001,493.15,0.105768299797667,0.0956514125219728,59.35999999999899,lácteos
049065,LECHE PRIMER ,AQ JW,331.0,263.43,290.13,0.0719329905185727,0.0671058649699488,26.69999999999999,lácteos
049065-P,LECHE PRIMER ,AQ JW,0.0,0.0,-0.84,1,1,-0.84,lácteos
049025,LECHE PULEVA ,AQ JW,7.0,9.05,11.05,0.21767955801105,0.17876588021778597,2.0,lácteos
092435,LECHUGA ,AEAI,18.462,15.6696,21.25,0.33599699172527997,0.251495320578065,5.580399999999999,frutas y verduras
006381,LEJIA ACE 4L                                      ,A3 A9,1.0,1.88,3.35,0.472656936873569,0.320955223880596,1.4700000000000002,limpieza del hogar
006376,LEJIA ACE ,A3 A9,33.0,36.67,70.25,0.583375290450679,0.368437788545148,33.58,limpieza del hogar
006316,LEJIA CONEJO 2L                                   ,A3 A9,8.0,14.46,21.28,0.21619971880251002,0.177766624560137,6.82,limpieza del hogar
006326,LEJIA CONEJO ,A3 A9,4.0,5.98,8.76,0.210688520965201,0.174023720648836,2.78,limpieza del hogar
213587,LEJIA ESTRELLA ,A3 A9,14.0,26.9,37.7,0.158314541153338,0.13667664138594302,10.800000000000004,limpieza del hogar
213588,LEJIA ESTRELLA ,A3 A9,18.0,34.7,48.6,0.157372758234693,0.13597413375681,13.9,limpieza del hogar
006301,LEJIA MICAL 1L                                    ,A3 A9,10.0,3.9,5.9,0.251025641025641,0.200655872104939,2.0000000000000004,limpieza del hogar
006304,LEJIA MICAL 2L                                    ,A3 A9,97.0,65.9400000000001,94.5899999999999,0.18535194780127998,0.15636870394914498,28.649999999999807,limpieza del hogar
8000521,LEJIA MICAL ,A3 A9,68.0,50.06,87.72,0.44808246632966203,0.309431594365879,37.66,limpieza del hogar
218770,LEJIA MICAL ,A3 A9,80.0,57.34,97.19,0.40079358444770596,0.286118946358344,39.85,limpieza del hogar
005942,LEJIA MICAL ,A3 A9,2.0,2.72,3.92,0.191176470588235,0.160493827160494,1.1999999999999995,limpieza del hogar
8000511,LEJIA MICAL ,A3 A9,10.0,7.15,12.5,0.444795700167601,0.307860620097363,5.35,limpieza del hogar
213600,LEJIA NEUTREX ,A3 A9,6.0,11.46,17.94,0.293717277486911,0.227033589639822,6.48,limpieza del hogar
009544,LENTEJA ,AQ JU,25.0,26.47,45.75,0.571226431294433,0.36355449470375606,19.28,grano y básicos
033622,LENTEJA ,AQ JJ,9.0,9.31,10.53,0.08990332975295379,0.0824874347097664,1.2199999999999989,grano y básicos
009506,LENTEJA ,AQ JU,3.0,1.55,2.4,0.407272727272727,0.289405684754522,0.8499999999999999,grano y básicos
206598,LENTEJA ,AQ JU,23.0,15.12,20.37,0.22468133718133798,0.183461060734748,5.250000000000002,grano y básicos
033611,LENTEJA ,AQ JJ,16.0,29.76,34.42,0.123032981803143,0.109554201699047,4.66,grano y básicos
033620,LENTEJA ,AQ JJ,12.0,11.54,14.4,0.217477669644047,0.178629698980541,2.860000000000001,grano y básicos
009553,LENTEJA ,AQ JU,60.0,112.28,149.1,0.20717443404475802,0.17161930223339802,36.81999999999999,grano y básicos
046956,LENTEJA ,AQ JJ,7.0,22.05,28.35,0.23626373626373698,0.191111111111111,6.300000000000001,grano y básicos
600725,LENTEJA ,AQ JJ,20.0,45.0,59.8,0.208000000000001,0.17218543046357698,14.799999999999995,grano y básicos
600985,LENTEJAS ,AQ JU,4.0,5.4,7.96,0.34,0.253731343283582,2.56,grano y básicos
209036,LEVADURA ,AQ JC,12.0,6.54,10.71,0.48822629969418996,0.328059180108908,4.170000000000001,otros
600146,LEVADURA ,,4.0,8.112,11.56,0.29536489151873796,0.22801674914351,3.4480000000000004,otros
  ,,,,,,  ,34,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
028215,LICOR MALIBU ,AQ J7,4.0,37.16,48.76,0.08439181916038759,0.0778241016478063,11.6,bebidas alcohólicas
082744,LICOR RUAVIEJA ,AQ J7,1.0,8.09,12.49,0.275896168108776,0.216237163340438,4.4,bebidas alcohólicas
010665,LICOR RUAVIEJA ,AQ J7,2.0,14.98,20.2,0.114419225634179,0.102671618545585,5.219999999999999,bebidas alcohólicas
092421,LIMA E/K                                          ,AEAH,0.8,2.15912,3.06,0.41724406239579104,0.29440522875817,0.90088,otros
092175,LIMON GRANEL ,AEAH,47.308,70.2182,118.25,0.651542017487029,0.394505262711032,48.0318,otros
036743,LIMON SOLIMON ,AQ JB,20.0,15.0,25.6,0.551878787878787,0.355619776614856,10.6,otros
030746,LIMONADA ,AQ J3,127.0,104.92,152.89,0.20404700314761498,0.169467639231854,47.96999999999999,otros
600600,LIMONADA ,AQ J2,14.0,4.06,8.4,0.710344827586207,0.415322580645161,4.340000000000001,otros
600999,LIMONADA LIGHT ,AQ J2,24.0,8.16,16.8,0.8712009803921571,0.465583862728404,8.64,otros
000626,LIMONCELLO ,AQ J7,1.0,9.69,15.59,0.329648866941301,0.24792174470814898,5.9,otros
006154,LIMPIACRISTAL ,A3 BA,1.0,1.72,2.69,0.292441860465116,0.226270805218174,0.97,limpieza del hogar
097588,LIMPIACRISTAL ,A3 BA,24.0,18.48,29.04,0.298701298701299,0.23,10.56,limpieza del hogar
007535,LIMPIAD.KH7 ,A3 BA,7.0,11.95,24.43,0.689397282063695,0.408072920078075,12.48,limpieza del hogar
070314,LIMPIADOR BREF ,A3 BA,24.0,25.38,46.05,0.49958384619893303,0.333148324760401,20.67,limpieza del hogar
208114,LIMPIADOR BREF ,A3 BA,20.0,22.99,43.0,0.545852850143253,0.353107897748915,20.01,limpieza del hogar
061377,LIMPIADOR BREF ,A3 BA,20.0,41.45,65.5,0.30595998365052,0.23427975395944198,24.05,limpieza del hogar
079762,LIMPIADOR ,A3 BA,3.0,8.67,16.47,0.569940042132556,0.363032999246498,7.799999999999999,limpieza del hogar
207022,LIMPIADOR ,A3 BA,3.0,8.67,16.47,0.569940042132556,0.363032999246498,7.799999999999999,limpieza del hogar
002814,LIMPIADOR CIF ,A3 BA,20.0,39.54,60.76,0.270054803797389,0.212632402152995,21.22,limpieza del hogar
038326,LIMPIADOR ,A3 BA,4.0,9.5,14.6,0.270216615919966,0.212732704432668,5.1,limpieza del hogar
600853,LIMPIADOR EN ,A3 BA,2.0,1.38,3.98,1.62173913043478,0.618573797678275,2.6,limpieza del hogar
219251,LIMPIADOR KH7 ,A3 BA,5.0,14.3,25.5,0.473776223776224,0.3214709371293,11.2,limpieza del hogar
219251,LIMPIADOR KH7 ,A3 BA,2.0,5.4,10.2,0.561065197428833,0.35941176470588204,4.799999999999999,limpieza del hogar
217465,LIMPIADOR KH7 ,A3 BA,2.0,5.5,9.58,0.439636363636364,0.305380146501642,4.08,limpieza del hogar
007540,LIMPIADOR PATO ,A3 BA,2.0,3.8,6.38,0.38736842105263203,0.279210925644917,2.58,limpieza del hogar
007541,LIMPIADOR PATO ,A3 BA,3.0,6.45,9.87,0.264651162790698,0.20926811327694,3.419999999999999,limpieza del hogar
007372,LIMPIADOR ,A3 BA,3.0,10.47,15.45,0.219484240687679,0.179981203007519,4.979999999999999,limpieza del hogar
006070,LIMPIADOR ,A3 BA,3.0,6.3,9.6,0.25946477764659504,0.20601193638096402,3.3,limpieza del hogar
087819,LIMPIADOR ,A3 BA,9.0,20.75,33.21,0.322811908792193,0.244034625517501,12.46,limpieza del hogar
218230,LIMPIADOR TENN ,A3 BA,2.0,4.44,5.86,0.0905405405405404,0.0830235439900866,1.42,limpieza del hogar
002270,LIMPIADOR ,A3 BA,2.0,5.98,9.38,0.296326598302883,0.228589460935867,3.4000000000000004,limpieza del hogar
006734,LIMPIADOR ,A3 BA,16.0,15.25,24.0,0.300875220159869,0.231286764093249,8.75,limpieza del hogar
006733,LIMPIADOR ,A3 BA,17.0,16.02,26.43,0.363770493494701,0.266738791629469,10.41,limpieza del hogar
078206,LIMPIAHOGAR ,A3 BA,6.0,5.82,8.7,0.235170827298289,0.190395386695363,2.879999999999999,limpieza del hogar
078189,LIMPIAHOGAR ,A3 BA,5.0,4.7,7.25,0.27454193775276997,0.215404397156859,2.55,limpieza del hogar
078310,LIMPIAHOGAR ,A3 BA,6.0,5.7,8.7,0.261113527620705,0.207049977580796,2.999999999999999,limpieza del hogar
002227,LIMPIAMAQUINAS ,A3 A8,8.0,23.36,31.12,0.101022090456243,0.0917530096188913,7.760000000000002,limpieza del hogar
601029,LOMO ADOBADO ,ACKA,10.5,104.475,140.7,0.224420805325328,0.183287317847968,36.225,otros
071910,LOMO GOURMET ,AD KT,36.0,69.0,83.21,0.09622266139657491,0.0877765665544519,14.209999999999994,otros
044248,LOMO NAVIDUL ,AD KT,66.0,52.1,72.3,0.26155644739138,0.207328374352349,20.2,otros
600031,LOMO SAJONIA ,ACKA,1.0,2.85,3.99,0.272631578947368,0.214226633581472,1.14,otros
601030,LOMO SAJONIA ,ACKA,4.865,45.731,58.12,0.155363081736876,0.134471218781992,12.388999999999996,otros
601028,LONGANIZA ,ACKA,2.275,16.94275,22.97,0.232503578226675,0.188643329183029,6.027249999999999,otros
216581-P,LOTE AHORRO ,A3 A7,0.0,0.0,-7.7,1,1,-7.7,otros
045387,LUBRICANTE ,A3 BU,1.0,12.29,15.99,0.0752644426362897,0.0699962164207341,3.700000000000001,otros
017518,MACARRON ,AQ JU,22.0,43.95,64.9,0.34248422794497896,0.25511229168721,20.950000000000003,bebidas alcohólicas
  ,,,,,,  ,35,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
011362,MACEDONIA ,AQ JS,4.0,5.64,7.56,0.21850419084461697,0.179321657230542,1.92,otros
023812,MAGDALENA ,AQ JF,4.0,5.934,9.0,0.378496798112572,0.274572127139364,3.066,otros
214687,MAGDALENA ,AQ JF,31.0,38.07,48.81,0.16521957160255,0.141792650612039,10.740000000000002,otros
214686,MAGDALENA ,AQ JF,137.0,136.82,189.17,0.257143426665426,0.20454581490951998,52.35,otros
069423,MAGDALENA ,AQ JF,64.0,126.48,159.83,0.14869328963257,0.12944559785853,33.35000000000001,otros
016916,MAGDALENA ,AQ JF,41.0,47.42,81.91,0.570279130401441,0.363170546790397,34.489999999999995,otros
216058,MAGRO APIS ,AQ JT,72.0,199.44,280.8,0.279857236626188,0.21866285443204203,81.36000000000001,otros
204187,MAIZ ,AQ JR,6.0,15.54,19.74,0.154808704808705,0.134055713439005,4.199999999999999,otros
082098,MAIZ ,AQ JR,9.0,17.99,23.67,0.196068522916772,0.16392750010562399,5.680000000000003,otros
081400,MAIZ ,AQ JR,14.0,28.21,36.4,0.17311076020753402,0.147565571879086,8.189999999999998,otros
009265,MAIZ GOURMET ,AQ JR,37.0,63.65,75.7899999999999,0.08260229950724639,0.0762997635833985,12.139999999999908,otros
009258,MAIZ GOURMET ,AQ JR,24.0,20.97,32.4,0.40449993497203995,0.288002815023336,11.43,otros
026537,MAIZ GOURMET ,AQ JM,25.0,22.83,33.36,0.328399633655874,0.247214486767125,10.53,otros
026532,MAIZ GOURMET ,AQ JM,8.0,3.44,5.52,0.549821109123434,0.354764240780285,2.08,otros
600952,MAIZ MOTE GOYA ,AQ JM,3.0,7.5,10.2,0.236363636363636,0.191176470588235,2.6999999999999997,otros
601032,MAIZ PALOMITAS ,AQ JM,9.0,8.28,11.4,0.34855072463768105,0.258463191832348,3.120000000000001,otros
600958-P,MALTESERS 37 ,AQ I6,0.0,0.0,-2.0,1,1,-2.0,otros
019961,MALTESERS 37 ,AQ I6,38.0,33.26,46.3,0.265626195812605,0.20987728974909398,13.04,otros
